# KFIT_MAX = 0.184374
38
0	0.000201062	0.00771768	0.0148685	0.0226921	0.0306546	0.0385139	0.046413	0.0544789	0.0625767	0.0705423	0.0784842	0.0865509	0.0946176	0.102619	0.110683	0.118722	0.126729	0.134824	0.142869	0.150872	0.15888	0.166927	0.17497	0.183022	0.191064	0.199107	0.207145	0.215178	0.223244	0.231293	0.239319	0.24733	0.255366	0.263443	0.271474	0.279504	0.287564	0.295605	
1000
0.001	0.0198561	0.0198151	0.00345745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.003	0.0805636	0.0804485	0.0267871	0.0023659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.005	0.153268	0.153523	0.0658347	0.00773603	0.000809464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.007	0.183883	0.18223	0.103085	0.0191761	0.0020863	0.000747466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.009	0.108844	0.110184	0.128446	0.0389928	0.00344038	0.00130136	0.000501034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.011	0.0682555	0.0681783	0.126379	0.0667098	0.0078038	0.00116015	0.000999303	0.000477093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.013	0.0632051	0.0635265	0.104382	0.0951428	0.0154697	0.00229784	0.000726341	0.000732123	0.000370751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.015	0.0228211	0.0227215	0.0754545	0.115172	0.0296208	0.00347925	0.00112953	0.000508504	0.000697857	0.00038798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.017	0.0152018	0.0153293	0.0483475	0.118614	0.0507658	0.00565385	0.00200678	0.000515126	0.000464485	0.000589333	0.000333338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.019	0.0140842	0.0139939	0.0315958	0.102673	0.0766798	0.0100431	0.00234824	0.00118106	0.000394152	0.00036561	0.000580812	0.000330121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.021	0.0145202	0.0146369	0.0215153	0.0778989	0.100487	0.0187794	0.0030981	0.00162104	0.000472941	0.000343067	0.000353714	0.000464863	0.000263751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.023	0.0148083	0.0147026	0.0159748	0.0532753	0.113534	0.0334648	0.004661	0.00171536	0.00105739	0.000335905	0.000270821	0.000290281	0.000415861	0.000224303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.025	0.0142199	0.0143305	0.0136863	0.0339309	0.112141	0.0547836	0.00716302	0.00244375	0.00129567	0.000552338	0.000238677	0.000266001	0.000271799	0.000362684	0.00021748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.027	0.0129152	0.0128166	0.0125371	0.0224678	0.0945312	0.0809667	0.0119683	0.00315301	0.00128405	0.00108509	0.000240431	0.000246799	0.000226398	0.000236829	0.000304493	0.000185911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.029	0.0107115	0.0106489	0.0113835	0.0160691	0.0702111	0.103421	0.0215895	0.00380958	0.00182676	0.000932919	0.000659509	0.000224625	0.000211871	0.000205161	0.000189625	0.000287759	0.00017078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.031	0.0085621	0.00863888	0.0101092	0.0124945	0.0477265	0.114529	0.036978	0.00552949	0.00234944	0.000900043	0.00101727	0.000259577	0.000208054	0.000183603	0.000175195	0.000182113	0.000259465	0.000165627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.033	0.0071317	0.00708806	0.00886088	0.0109552	0.0301608	0.110137	0.0592883	0.00815801	0.0028369	0.0014314	0.000792484	0.000738927	0.000203002	0.00017281	0.000173654	0.000147965	0.000165306	0.000233839	0.000150044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.035	0.00607419	0.00612649	0.00774794	0.00994574	0.0200803	0.0910882	0.0848559	0.0135128	0.00348648	0.00185188	0.000709037	0.000852154	0.000354652	0.0001739	0.000168623	0.00013456	0.000140715	0.00014158	0.000218273	0.000135673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.037	0.00584019	0.00579922	0.00686529	0.0089789	0.0143923	0.0667731	0.105697	0.0235265	0.00436293	0.00197894	0.00114652	0.000620559	0.000710579	0.000180605	0.000158814	0.000134513	0.000124449	0.000122747	0.000132798	0.000201236	0.000127742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.039	0.00580281	0.00585024	0.00622191	0.00799771	0.011235	0.0448792	0.114363	0.03971	0.00596863	0.0025403	0.00151166	0.000576664	0.000674116	0.000423646	0.000150245	0.000140366	0.000113076	0.000115688	0.000109315	0.000126227	0.000184224	0.000121833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.041	0.005986	0.00594037	0.00575021	0.00708037	0.00976202	0.0282578	0.107612	0.0621779	0.00871147	0.00326115	0.00143772	0.000980012	0.000553591	0.000710754	0.000168156	0.000143266	0.000108594	0.000110751	9.95206e-05	0.000104936	0.000115634	0.000171713	0.000115753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.043	0.00573305	0.00578146	0.00536732	0.00629699	0.00884703	0.0187177	0.0878535	0.0871666	0.0140241	0.00367893	0.00191652	0.0013258	0.000513778	0.000561134	0.000475155	0.000141219	0.000111169	0.000104825	9.62927e-05	9.30628e-05	9.84936e-05	0.000106518	0.000162959	0.00011124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.045	0.00519586	0.00515584	0.00503138	0.00569079	0.00798548	0.0134147	0.0634442	0.106718	0.0239462	0.00474696	0.00233727	0.00123137	0.000785818	0.00046768	0.000615173	0.000216379	0.00011922	9.85691e-05	9.6101e-05	8.57983e-05	8.94109e-05	9.02299e-05	0.000100445	0.000155558	0.000107079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.047	0.00427978	0.00431664	0.00470674	0.00524856	0.0071519	0.0105153	0.0421645	0.113631	0.0403826	0.00614462	0.0028343	0.00134324	0.00111622	0.00044281	0.000476649	0.000475651	0.000126845	9.51643e-05	9.5794e-05	8.26112e-05	8.30333e-05	8.26492e-05	8.38207e-05	9.50883e-05	0.000148717	0.000103542	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.049	0.00371675	0.00369183	0.00438961	0.0049246	0.0063729	0.00912166	0.02643	0.106061	0.0623857	0.00896717	0.0033227	0.00178149	0.00112154	0.000626864	0.000432157	0.000497443	0.000274168	9.65103e-05	9.39202e-05	8.24067e-05	7.824e-05	7.8347e-05	7.55874e-05	7.84762e-05	8.95365e-05	0.000141243	9.87023e-05	0	0	0	0	0	0	0	0	0	0	0	0	
0.051	0.00344213	0.00347082	0.00412231	0.00466659	0.0057096	0.00823491	0.0175359	0.0853851	0.0874123	0.0140603	0.00418203	0.00215512	0.00102684	0.00094343	0.000406514	0.000409846	0.000498199	0.000108	9.04252e-05	8.39564e-05	7.46624e-05	7.50745e-05	7.09228e-05	6.99503e-05	7.37763e-05	8.46752e-05	0.000134342	9.38351e-05	0	0	0	0	0	0	0	0	0	0	0	
0.053	0.00356723	0.00354252	0.00391521	0.00443023	0.00518376	0.00742635	0.0126183	0.0612125	0.106586	0.0240288	0.00480461	0.00248707	0.00141356	0.00104992	0.000507396	0.000393783	0.000402204	0.000328905	8.72451e-05	8.60268e-05	7.29442e-05	7.20198e-05	6.82892e-05	6.48784e-05	6.55858e-05	6.95865e-05	8.07889e-05	0.000127024	8.89104e-05	0	0	0	0	0	0	0	0	0	0	
0.055	0.00376613	0.00373852	0.00379379	0.00418095	0.00478941	0.00663499	0.00991	0.0404907	0.113254	0.0398259	0.00654618	0.00293272	0.00169679	0.000883384	0.000822073	0.000378396	0.000337646	0.000462232	0.000128106	8.65989e-05	7.32084e-05	6.91421e-05	6.67195e-05	6.18389e-05	6.05915e-05	6.1709e-05	6.60234e-05	7.71319e-05	0.000119971	8.39313e-05	0	0	0	0	0	0	0	0	0	
0.057	0.0038824	0.00391339	0.00371913	0.00393613	0.00448783	0.00591084	0.008607	0.0253227	0.105509	0.0619787	0.00922855	0.00372351	0.00182332	0.00105561	0.000955067	0.000423875	0.000331264	0.000348831	0.000344589	8.54287e-05	7.4988e-05	6.69157e-05	6.56115e-05	6.01944e-05	5.73585e-05	5.69953e-05	5.84251e-05	6.30801e-05	7.32007e-05	0.000113563	7.99147e-05	0	0	0	0	0	0	0	0	
0.059	0.00399873	0.0039702	0.00364838	0.00372037	0.00424574	0.00528988	0.00774543	0.0168067	0.0851612	0.0869574	0.0145609	0.00417024	0.00217298	0.00138288	0.000789608	0.000710786	0.000337958	0.000303203	0.000385027	0.000175509	7.75951e-05	6.56089e-05	6.42685e-05	5.93971e-05	5.51465e-05	5.38605e-05	5.37559e-05	5.56649e-05	6.0299e-05	6.91533e-05	0.000107343	7.66852e-05	0	0	0	0	0	0	0	
0.061	0.00380364	0.00383486	0.00355594	0.00354214	0.00402308	0.00479592	0.00695925	0.0120954	0.0611956	0.106431	0.0244377	0.00525234	0.00261789	0.00156827	0.000793949	0.000858643	0.000363826	0.000284085	0.000300837	0.000359911	7.97019e-05	6.56333e-05	6.27771e-05	5.90869e-05	5.38603e-05	5.1545e-05	5.06582e-05	5.10382e-05	5.3272e-05	5.71269e-05	6.53545e-05	0.00010145	7.41096e-05	0	0	0	0	0	0	
0.063	0.00351852	0.00349588	0.00341961	0.00341424	0.00379807	0.00441445	0.00620938	0.00950283	0.040545	0.11345	0.0406251	0.00671332	0.00325656	0.00157544	0.00112268	0.000732701	0.000610011	0.000286669	0.000281787	0.000304065	0.000230302	6.72341e-05	6.12954e-05	5.89351e-05	5.31864e-05	5.002e-05	4.85187e-05	4.79134e-05	4.87463e-05	5.07816e-05	5.39825e-05	6.18983e-05	9.57738e-05	7.08964e-05	0	0	0	0	0	
0.065	0.00305957	0.00308662	0.00325663	0.0033178	0.00357186	0.0041285	0.00553467	0.00823696	0.0253453	0.106282	0.0629852	0.00964152	0.00361882	0.00196938	0.00137397	0.000685144	0.00078591	0.000305984	0.00026647	0.000250703	0.000351579	9.0886e-05	6.03193e-05	5.86563e-05	5.3099e-05	4.88968e-05	4.69509e-05	4.57848e-05	4.57223e-05	4.67042e-05	4.79911e-05	5.10425e-05	5.86923e-05	9.11686e-05	6.75908e-05	0	0	0	0	
0.067	0.00277784	0.00275711	0.00308985	0.00322334	0.00336615	0.00389571	0.00495431	0.00739305	0.0166881	0.0856618	0.0879253	0.015034	0.00449116	0.00231939	0.00137326	0.000839203	0.00069359	0.000530175	0.000255505	0.000244387	0.000258574	0.000264766	6.00642e-05	5.81275e-05	5.34767e-05	4.84276e-05	4.57951e-05	4.42158e-05	4.34657e-05	4.37969e-05	4.43385e-05	4.53425e-05	4.83624e-05	5.57564e-05	8.68733e-05	6.49925e-05	0	0	0	
