1.000000e-04 3.431118e+02
1.011591e-04 3.468864e+02
1.023317e-04 3.507020e+02
1.035178e-04 3.545604e+02
1.047177e-04 3.584604e+02
1.059315e-04 3.624033e+02
1.071593e-04 3.663896e+02
1.084014e-04 3.704201e+02
1.096579e-04 3.744950e+02
1.109290e-04 3.786143e+02
1.122148e-04 3.827797e+02
1.135155e-04 3.869902e+02
1.148312e-04 3.912477e+02
1.161623e-04 3.955516e+02
1.175087e-04 3.999030e+02
1.188708e-04 4.043018e+02
1.202486e-04 4.087490e+02
1.216424e-04 4.132451e+02
1.230524e-04 4.177898e+02
1.244787e-04 4.223845e+02
1.259216e-04 4.270297e+02
1.273811e-04 4.317253e+02
1.288576e-04 4.364733e+02
1.303512e-04 4.412724e+02
1.318621e-04 4.461252e+02
1.333906e-04 4.510305e+02
1.349367e-04 4.559897e+02
1.365008e-04 4.610034e+02
1.380830e-04 4.660723e+02
1.396835e-04 4.711969e+02
1.413026e-04 4.763778e+02
1.429405e-04 4.816148e+02
1.445973e-04 4.869099e+02
1.462733e-04 4.922631e+02
1.479688e-04 4.976745e+02
1.496839e-04 5.031457e+02
1.514189e-04 5.086768e+02
1.531740e-04 5.142688e+02
1.549495e-04 5.199219e+02
1.567455e-04 5.256375e+02
1.585624e-04 5.314147e+02
1.604003e-04 5.372563e+02
1.622595e-04 5.431614e+02
1.641403e-04 5.491313e+02
1.660429e-04 5.551667e+02
1.679675e-04 5.612686e+02
1.699144e-04 5.674361e+02
1.718839e-04 5.736719e+02
1.738762e-04 5.799758e+02
1.758917e-04 5.863489e+02
1.779304e-04 5.927908e+02
1.799929e-04 5.993036e+02
1.820792e-04 6.058880e+02
1.841897e-04 6.125433e+02
1.863246e-04 6.192717e+02
1.884843e-04 6.260728e+02
1.906691e-04 6.329498e+02
1.928792e-04 6.399009e+02
1.951148e-04 6.469284e+02
1.973764e-04 6.540330e+02
1.996642e-04 6.612158e+02
2.019786e-04 6.684760e+02
2.043197e-04 6.758173e+02
2.066880e-04 6.832388e+02
2.090838e-04 6.907415e+02
2.115073e-04 6.983258e+02
2.139589e-04 7.059923e+02
2.164389e-04 7.137426e+02
2.189477e-04 7.215779e+02
2.214855e-04 7.294977e+02
2.240528e-04 7.375039e+02
2.266498e-04 7.455969e+02
2.292769e-04 7.537788e+02
2.319345e-04 7.620487e+02
2.346229e-04 7.704094e+02
2.373424e-04 7.788603e+02
2.400935e-04 7.874049e+02
2.428764e-04 7.960420e+02
2.456916e-04 8.047738e+02
2.485395e-04 8.136015e+02
2.514203e-04 8.225242e+02
2.543346e-04 8.315448e+02
2.572826e-04 8.406644e+02
2.602648e-04 8.498831e+02
2.632815e-04 8.592021e+02
2.663333e-04 8.686211e+02
2.694204e-04 8.781434e+02
2.725433e-04 8.877682e+02
2.757023e-04 8.974965e+02
2.788980e-04 9.073306e+02
2.821308e-04 9.172736e+02
2.854010e-04 9.273209e+02
2.887091e-04 9.374789e+02
2.920556e-04 9.477477e+02
2.954408e-04 9.581270e+02
2.988653e-04 9.686202e+02
3.023295e-04 9.792259e+02
3.058338e-04 9.899463e+02
3.093788e-04 1.000784e+03
3.129648e-04 1.011739e+03
3.165924e-04 1.022813e+03
3.202621e-04 1.034005e+03
3.239743e-04 1.045320e+03
3.277295e-04 1.056755e+03
3.315282e-04 1.068315e+03
3.353710e-04 1.080000e+03
3.392583e-04 1.091809e+03
3.431907e-04 1.103747e+03
3.471687e-04 1.115812e+03
3.511928e-04 1.128007e+03
3.552635e-04 1.140336e+03
3.593814e-04 1.152795e+03
3.635470e-04 1.165392e+03
3.677609e-04 1.178121e+03
3.720237e-04 1.190990e+03
3.763358e-04 1.203995e+03
3.806980e-04 1.217141e+03
3.851107e-04 1.230428e+03
3.895746e-04 1.243857e+03
3.940902e-04 1.257430e+03
3.986581e-04 1.271151e+03
4.032790e-04 1.285016e+03
4.079535e-04 1.299028e+03
4.126821e-04 1.313192e+03
4.174655e-04 1.327508e+03
4.223044e-04 1.341973e+03
4.271994e-04 1.356596e+03
4.321511e-04 1.371374e+03
4.371602e-04 1.386312e+03
4.422274e-04 1.401406e+03
4.473533e-04 1.416662e+03
4.525386e-04 1.432083e+03
4.577841e-04 1.447666e+03
4.630903e-04 1.463418e+03
4.684580e-04 1.479336e+03
4.738880e-04 1.495423e+03
4.793808e-04 1.511680e+03
4.849374e-04 1.528109e+03
4.905584e-04 1.544713e+03
4.962445e-04 1.561495e+03
5.019965e-04 1.578454e+03
5.078152e-04 1.595589e+03
5.137014e-04 1.612907e+03
5.196557e-04 1.630408e+03
5.256791e-04 1.648095e+03
5.317723e-04 1.665967e+03
5.379362e-04 1.684028e+03
5.441714e-04 1.702281e+03
5.504790e-04 1.720726e+03
5.568596e-04 1.739363e+03
5.633143e-04 1.758198e+03
5.698437e-04 1.777228e+03
5.764488e-04 1.796460e+03
5.831305e-04 1.815893e+03
5.898896e-04 1.835526e+03
5.967271e-04 1.855370e+03
6.036439e-04 1.875416e+03
6.106408e-04 1.895674e+03
6.177188e-04 1.916141e+03
6.248788e-04 1.936821e+03
6.321218e-04 1.957717e+03
6.394488e-04 1.978831e+03
6.468608e-04 2.000160e+03
6.543586e-04 2.021716e+03
6.619433e-04 2.043491e+03
6.696160e-04 2.065491e+03
6.773776e-04 2.087721e+03
6.852292e-04 2.110178e+03
6.931717e-04 2.132871e+03
7.012064e-04 2.155792e+03
7.093341e-04 2.178955e+03
7.175561e-04 2.202350e+03
7.258734e-04 2.225989e+03
7.342870e-04 2.249873e+03
7.427982e-04 2.273998e+03
7.514081e-04 2.298371e+03
7.601178e-04 2.322989e+03
7.689284e-04 2.347866e+03
7.778411e-04 2.372991e+03
7.868572e-04 2.398375e+03
7.959777e-04 2.424014e+03
8.052040e-04 2.449915e+03
8.145372e-04 2.476080e+03
8.239786e-04 2.502512e+03
8.335294e-04 2.529210e+03
8.431909e-04 2.556180e+03
8.529644e-04 2.583416e+03
8.628513e-04 2.610933e+03
8.728527e-04 2.638720e+03
8.829700e-04 2.666784e+03
8.932046e-04 2.695131e+03
9.035578e-04 2.723764e+03
9.140311e-04 2.752677e+03
9.246257e-04 2.781875e+03
9.353432e-04 2.811370e+03
9.461848e-04 2.841151e+03
9.571522e-04 2.871232e+03
9.682466e-04 2.901606e+03
9.794697e-04 2.932285e+03
9.908228e-04 2.963270e+03
1.002308e-03 2.994557e+03
1.013925e-03 3.026150e+03
1.025678e-03 3.058058e+03
1.037567e-03 3.090277e+03
1.049593e-03 3.122810e+03
1.061759e-03 3.155658e+03
1.074066e-03 3.188827e+03
1.086516e-03 3.222316e+03
1.099110e-03 3.256131e+03
1.111850e-03 3.290270e+03
1.124737e-03 3.324734e+03
1.137774e-03 3.359536e+03
1.150962e-03 3.394668e+03
1.164303e-03 3.430135e+03
1.177799e-03 3.465944e+03
1.191451e-03 3.502096e+03
1.205261e-03 3.538591e+03
1.219231e-03 3.575437e+03
1.233363e-03 3.612625e+03
1.247660e-03 3.650173e+03
1.262121e-03 3.688071e+03
1.276751e-03 3.726322e+03
1.291550e-03 3.764937e+03
1.306520e-03 3.803907e+03
1.321664e-03 3.843242e+03
1.336984e-03 3.882936e+03
1.352481e-03 3.923002e+03
1.368158e-03 3.963434e+03
1.384016e-03 4.004235e+03
1.400058e-03 4.045412e+03
1.416287e-03 4.086968e+03
1.432703e-03 4.128894e+03
1.449310e-03 4.171213e+03
1.466109e-03 4.213911e+03
1.483103e-03 4.257004e+03
1.500293e-03 4.300475e+03
1.517683e-03 4.344340e+03
1.535275e-03 4.388599e+03
1.553071e-03 4.433262e+03
1.571072e-03 4.478306e+03
1.589283e-03 4.523761e+03
1.607704e-03 4.569608e+03
1.626340e-03 4.615860e+03
1.645191e-03 4.662506e+03
1.664260e-03 4.709564e+03
1.683551e-03 4.757027e+03
1.703065e-03 4.804902e+03
1.722805e-03 4.853182e+03
1.742775e-03 4.901880e+03
1.762975e-03 4.950988e+03
1.783410e-03 5.000523e+03
1.804082e-03 5.050467e+03
1.824993e-03 5.100845e+03
1.846147e-03 5.151636e+03
